phrase,count,sample_file,sample_key,sample_translation,sample_source
the iris,1,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0012.json,HelpText_449_Content,"Về sự kiện
Hỡi Rover được thủy triều dẫn lối, ngươi đã vượt qua những đỉnh cao của Jinzhou, lắng nghe sóng vỗ bờ đen tối. Ngươi đã đương đầu với bão tố, nghe thấy bản chất kép của niềm tin Ragunna, và nếm trải vinh quang trên đấu trường Septimont. Giờ đây, con đường đến vùng đất băng giá mở ra tại Honami City. Đã đến lúc lên đường đến Lahai-Roi.

Điều kiện tham gia
Hãy đến Resonance Nexus ở Jinzhou và mở khóa Terminal trong Nhiệm vụ Main ""First Resonance"".

Quy tắc sự kiện
Chương III của Nhiệm vụ Main hiện đã mở. Người chơi đủ điều kiện có thể trải nghiệm Chương này sớm. Chapters I, II và III hiện có thể chơi song song. Việc tham gia các Chươ","[About]
O Rover guided by the tides, you have climbed the peaks of Jinzhou and listened to the waves crash against the Black Shores. You've braved tempests, heard the dual nature of Ragunna's faith, and tasted the glory in the arenas of Septimont. Now, the path to the frozen frontier unfolds in Honami City. It's time to set forth to Lahai-Roi.

[El"
rotate the camera,1,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0012.json,GuideTutorialPage_3420502_Content,"Sau khi vượt qua vùng rào cản và vào chế độ hack chậm, <color=#ffd12f>rotate the camera to aim</color> nhiều mục tiêu. Khi các mục tiêu đã được đánh dấu, {Cus:Ipt,Touch=tap PC=press Gamepad=press} nút để hoàn tất hack.","After passing through the barrier area and entering the hacking mode in slow motion, <color=#ffd12f>rotate the camera to aim</color> at multiple targets. Once the targets are marked, {Cus:Ipt,Touch=tap PC=press Gamepad=press} the button to complete hacking."
to aim,1,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0012.json,GuideTutorialPage_3420502_Content,"Sau khi vượt qua vùng rào cản và vào chế độ hack chậm, <color=#ffd12f>rotate the camera to aim</color> nhiều mục tiêu. Khi các mục tiêu đã được đánh dấu, {Cus:Ipt,Touch=tap PC=press Gamepad=press} nút để hoàn tất hack.","After passing through the barrier area and entering the hacking mode in slow motion, <color=#ffd12f>rotate the camera to aim</color> at multiple targets. Once the targets are marked, {Cus:Ipt,Touch=tap PC=press Gamepad=press} the button to complete hacking."
directional input,1,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0012.json,GuideTutorialPage_3701602_Content,"Dùng <color=#ffd12f>Directional Input</color> để di chuyển Cube Blocker. Đưa <color=#ffd12f>Cube Blocker</color> đến <color=#ffd12f>Endpoint Mô-đun</color> để kích hoạt lại Khối Smartprint.
Cube Blocker dài (1x2) phải căn chỉnh chính xác mới kích hoạt được quá trình biên dịch của Khối Smartprint.
Nhấn <color=#ffd12f>Đặt lại</color> để đặt lại tiến trình.","Use <color=#ffd12f>Directional Input</color> to control the Blocker's movements. Move the <color=#ffd12f>Cube Blocker</color> to the <color=#ffd12f>Endpoint Module</color> to bring the Smartprint Cube back online.
Long Cube Blockers (1x2) must be perfectly aligned to trigger the Smartprint Cube's compilation.
Use the <color=#ffd12f>Reset</color> bu"
event web,1,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0012.json,HelpText_488_Content,"Event web ""Mạch Đất Băng Giá"" đã bắt đầu! Tham gia để nhận Astrites và các phần thưởng khác.
Hãy dấn thân vào vùng đất băng giá phủ đầy tuyết và giúp sửa chữa các đường dây cung cấp năng lượng. Nhận Astrites và Shell Credits trên đường đi!
Hoàn thành nhiệm vụ để nhận thêm phần thưởng, bao gồm cả Advanced Sealed Tube.

[Thời Gian]
26/02/2026 04:00 sáng đến 12/03/2026 03:59 sáng (UTC+8)

[Điều Kiện Tham Gia]
Đạt Cấp Liên Minh 8

[Details]
1. Trong sự kiện, bạn có thể nhận phần thưởng trong game như Astrite, Shell Credits và Advanced Sealed Tube bằng cách vượt qua các giai đoạn sự kiện và hoàn thành nhiệm vụ.
2. Lịch Mở Giai Đoạn Sự Kiện:
Giai đ","The ""Veins of the Frostlands"" web event is now live! Participate to earn Astrites and other rewards.
Venture into the snow-swept frostlands and help repair power supply lines. Earn Astrites and Shell Credits along the way!
Complete tasks to claim even more rewards, including Advanced Sealed Tubes.

[Duration]
2026-02-26 04:00 a.m. to 2026-03-12 03:"
tung resonance skill,1,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0012.json,GuideTutorialPage_3101303_Content,"Khi Synchronization Rate của cô đạt 50%, Aemeath có thể tung Resonance Skill trong một khoảng thời gian nhất định sau khi thực hiện Basic Attack Stage 4, sau đó sử dụng Kỹ Năng Liên Kết Seraphic Duet: Overture hoặc Seraphic Duet: Encore.
Sau đó, Aemeath có thể sử dụng Resonance Skill Liên Kết Nâng Cao, Intro Skill hoặc Resonance Liberation để tăng Resonance Rate.
Khi Synchronization Rate và Resonance Rate của cô đạt tối đa, Aemeath có thể sử dụng Resonance Liberation Nâng Cao - Heavenfall Edict: Finale.","When her Synchronization Rate reaches 50%, Aemeath can cast Resonance Skill within a certain time after performing Basic Attack Stage 4, then cast Chained Skill Seraphic Duet: Overture or Seraphic Duet: Encore.
After that, Aemeath can cast Enhanced Chained Resonance Skill, Intro Skill, or Resonance Liberation to increase her Resonance Rate.
When he"
deliver the corresponding,1,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0012.json,GuideTutorialPage_33073_Content,"Các yếu tố cản trở sự phát triển của Voidbane Eldertrees đã được loại bỏ, nhưng sau thời gian dài tiếp xúc với Voidmatter, thực vật đã rơi vào trạng thái ngủ đông thích nghi...
<color=#ffd12f>Deliver the corresponding area's ""Restoratives""</color> để khôi phục sự phát triển của Voidbane Eldertrees.","The factors hindering the growth of the Voidbane Eldertrees have been removed, but after prolonged exposure to Voidmatter, the plants have entered an adaptive dormant state...
<color=#ffd12f>Deliver the corresponding area's ""Restoratives""</color> to restore the growth of the Voidbane Eldertrees."
score ring,1,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0012.json,GuideTutorialPage_34270_Content,Touch vào Score Ring để tích điểm và hồi năng lượng.,Touch Score Rings to gain points and restore energy.
blood for blood,1,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0012.json,Skill_1004001_SkillDescribe,"<size=40><color=Title>Basic Attack</color></size>
Thực hiện tối đa 4 đòn tấn công liên tiếp, gây <color=Fire>Fusion DMG</color>. Sát thương từ Basic Attack Stage 1-3 được tính là <color=Highlight>Heavy Attack DMG</color>, còn Basic Attack Stage 4 là <color=Highlight>Echo Skill DMG</color>.
{Cus:Ipt,Touch=tap PC=press Gamepad=press} Normal Attack ngay sau khi thực hiện <color=Highlight>Basic Attack Stage 4</color> để thực hiện <color=Highlight>Basic Attack Stage 2</color>.
<size=10></size>
<size=40><color=Title>Heavy Attack - Volley of Death</color></size>
Tiêu hao STA để tấn công mục tiêu và thực hiện tối đa 3 đòn liên tiếp, gây <color=Fire>F","<size=40><color=Title>Basic Attack</color></size>
Perform up to 4 consecutive attacks, dealing <color=Fire>Fusion DMG</color>. Basic Attack Stage 1 to 3 DMG are considered as <color=Highlight>Heavy Attack DMG</color>, and Basic Attack Stage 4 DMG as <color=Highlight>Echo Skill DMG</color>.
{Cus:Ipt,Touch=Tap PC=Press Gamepad=Press} Normal Attack ri"
fated end,1,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0012.json,Skill_1004004_SkillDescribe,"Mỗi khi các kỹ năng sau đây trúng mục tiêu, mục tiêu sẽ chịu 1 lớp <color=Highlight>Fated End</color>: <color=Highlight>Intro Skill</color>, <color=Highlight>Basic Attack</color>, <color=Highlight>Basic Attack - Seraphic Execution</color>, <color=Highlight>Dodge Counter</color>, <color=Highlight>Heavy Attack - Volley of Death</color>, <color=Highlight>Heavy Attack - Flamewing Verdict</color>, <color=Highlight>Mid-air Attack</color>, <color=Highlight>Hellstride</color>, <color=Highlight>Resonance Skill - Encroach</color>, <color=Highlight>Resonance Skill - Ascent of Malice</color>, <color=Highlight>Resonance Skill - Ravage</color> và <color=Hi","1 stack of <color=Highlight>Fated End</color> is inflicted on the target when the following skills hit: <color=Highlight>Intro Skill</color>, <color=Highlight>Basic Attack</color>, <color=Highlight>Basic Attack - Seraphic Execution</color>, <color=Highlight>Dodge Counter</color>, <color=Highlight>Heavy Attack - Volley of Death</color>, <color=Highl"
seraphic execution basic,1,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0012.json,Skill_1004007_SkillDescribe,"<size=40><color=Title>Threshold State</color></size>
Mặc định, Galbrena ở <color=Highlight><te href=120804>Threshold State</te></color>, và trong trạng thái này, cô tích lũy <color=Highlight><te href=120801>Afterflame</te></color> và <color=Highlight><te href=120802>Sinflame</te></color>.
<size=10></size>
<size=40><color=Title>Demon Hypostasis</color></size>
Khi ở <color=Highlight><te href=120805>Demon Hypostasis</te></color>, Basic Attack, Heavy Attack - Loạn Tiễn Tử Thần, Đòn Mid-air Attack - Mưa Tro Tàn, Dodge Counter - Máu Đổi Máu, và Resonance Skill - Xâm Lấn sẽ được thay thế bằng Basic Attack - Thiên Sứ Trảm, Heavy Attack - Phán Quyết C","<size=40><color=Title>Threshold State</color></size>
By default, Galbrena is in <color=Highlight><te href=120804>Threshold State</te></color>, and in this state, she accumulates <color=Highlight><te href=120801>Afterflame</te></color> and <color=Highlight><te href=120802>Sinflame</te></color>.
<size=10></size>
<size=40><color=Title>Demon Hypostasis"
reset khi galbrena,1,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0012.json,Skill_1004007_SkillDescribe,"<size=40><color=Title>Threshold State</color></size>
Mặc định, Galbrena ở <color=Highlight><te href=120804>Threshold State</te></color>, và trong trạng thái này, cô tích lũy <color=Highlight><te href=120801>Afterflame</te></color> và <color=Highlight><te href=120802>Sinflame</te></color>.
<size=10></size>
<size=40><color=Title>Demon Hypostasis</color></size>
Khi ở <color=Highlight><te href=120805>Demon Hypostasis</te></color>, Basic Attack, Heavy Attack - Loạn Tiễn Tử Thần, Đòn Mid-air Attack - Mưa Tro Tàn, Dodge Counter - Máu Đổi Máu, và Resonance Skill - Xâm Lấn sẽ được thay thế bằng Basic Attack - Thiên Sứ Trảm, Heavy Attack - Phán Quyết C","<size=40><color=Title>Threshold State</color></size>
By default, Galbrena is in <color=Highlight><te href=120804>Threshold State</te></color>, and in this state, she accumulates <color=Highlight><te href=120801>Afterflame</te></color> and <color=Highlight><te href=120802>Sinflame</te></color>.
<size=10></size>
<size=40><color=Title>Demon Hypostasis"
