en_source,vn_translate,loi_du_doan
Challenge: Rainbow Duet,Challenge: Rainbow Duet,C?n ti?ng Anh nghi v?n: Challenge; Duet; Rainbow | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Night Fishing: Here's to Salp,Night Fishing: Nâng Cốc Vì Salp,C?n ti?ng Anh nghi v?n: Fishing; Night; Salp | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Predator and Prey,Predator and Prey,C?n ti?ng Anh nghi v?n: and; Predator; Prey | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Night Fishing: Astrite from the Sea God,Night Fishing: Astrite Từ Thủy Thần,C?n ti?ng Anh nghi v?n: Astrite; Fishing; Night | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Web Access Test,Web Access Test,C?n ti?ng Anh nghi v?n: Access; Test; Web | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
UDP Connectivity Test,UDP Connectivity Test,C?n ti?ng Anh nghi v?n: Connectivity; Test; UDP | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Movement Speed Bonus,Movement Speed Bonus,C?n ti?ng Anh nghi v?n: Bonus; Movement; Speed | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Rest Mass Energy,Rest Mass Energy,C?n ti?ng Anh nghi v?n: Energy; Mass; Rest | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Status - Waveworn Bane,Status - Waveworn Bane,C?n ti?ng Anh nghi v?n: Bane; Status; Waveworn | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Challenge: Dumbo Mambo,Challenge: Dumbo Mambo,C?n ti?ng Anh nghi v?n: Challenge; Dumbo; Mambo | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Challenge: No Avoiding Foes,Challenge: Không Avoiding Foes,C?n ti?ng Anh nghi v?n: Avoiding; Challenge; Foes | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Challenge: Sea Angel,Challenge: Sea Angel,C?n ti?ng Anh nghi v?n: Angel; Challenge; Sea | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Challenge: Snowy Trail,Challenge: Snowy Trail,C?n ti?ng Anh nghi v?n: Challenge; Snowy; Trail | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Challenge: Ephemeral Bubble,Challenge: Ephemeral Bubble,C?n ti?ng Anh nghi v?n: Bubble; Challenge; Ephemeral | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Challenge: Ancient Ones,Challenge: Ancient Ones,C?n ti?ng Anh nghi v?n: Ancient; Challenge; Ones | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Challenge: Wild Hunt,Challenge: Wild Hunt,C?n ti?ng Anh nghi v?n: Challenge; Hunt; Wild | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Yearn for Yarn,Yearn for Yarn,C?n ti?ng Anh nghi v?n: for; Yarn; Yearn | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Yearn for Yarn,Yearn for Yarn,C?n ti?ng Anh nghi v?n: for; Yarn; Yearn | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Night Fishing: Goofystar,Night Fishing: Goofystar,C?n ti?ng Anh nghi v?n: Fishing; Goofystar; Night | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Eel May Wail,Eel May Wail,C?n ti?ng Anh nghi v?n: Eel; May; Wail | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Night Fishing: Phantom Guard,Night Fishing: Người Bảo Vệ Phantom,C?n ti?ng Anh nghi v?n: Fishing; Night; Phantom | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Prey or Predator,Prey or Predator,C?n ti?ng Anh nghi v?n: or; Predator; Prey | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Predator and Hermit,Predator and Hermit,C?n ti?ng Anh nghi v?n: and; Hermit; Predator | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Get Coast Flax,Get Coast Flax,C?n ti?ng Anh nghi v?n: Coast; Flax; Get | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Get Metal Debris,Get Metal Debris,C?n ti?ng Anh nghi v?n: Debris; Get; Metal | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
New Recipe Learned,New Recipe Learned,C?n ti?ng Anh nghi v?n: Learned; New; Recipe | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Item in Details,Item in Details,C?n ti?ng Anh nghi v?n: Details; in; Item | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Complete Synthesis once,Complete Synthesis once,C?n ti?ng Anh nghi v?n: Complete; once; Synthesis | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Complete Crafting once,Complete Crafting once,C?n ti?ng Anh nghi v?n: Complete; Crafting; once | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
End of Wandering,End of Wandering,C?n ti?ng Anh nghi v?n: End; of; Wandering | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Pick Up/Interact,Pick Up/Interact,C?n ti?ng Anh nghi v?n: Interact; Pick; Up | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Sound Output Setting,Sound Output Setting,C?n ti?ng Anh nghi v?n: Output; Setting; Sound | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Fallacy of No Return,Fallacy of Không Return,C?n ti?ng Anh nghi v?n: Fallacy; of; Return | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
New Tuning Slot,New Tuning Slot,C?n ti?ng Anh nghi v?n: New; Slot; Tuning | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
New Voyage Bundles,New Voyage Bundles,C?n ti?ng Anh nghi v?n: Bundles; New; Voyage | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
New Abilities Unlocked,New Abilities Unlocked,C?n ti?ng Anh nghi v?n: Abilities; New; Unlocked | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Main: Healing Bonus,Main: Healing Bonus,C?n ti?ng Anh nghi v?n: Bonus; Healing; Main | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Main: Energy Regen,Main: Energy Regen,C?n ti?ng Anh nghi v?n: Energy; Main; Regen | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Sub: Healing Bonus,Sub: Healing Bonus,C?n ti?ng Anh nghi v?n: Bonus; Healing; Sub | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Show Unequipped First,Show Unequipped First,C?n ti?ng Anh nghi v?n: First; Show; Unequipped | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Show Equipped First,Show Equipped First,C?n ti?ng Anh nghi v?n: Equipped; First; Show | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Show Owned First,Show Owned First,C?n ti?ng Anh nghi v?n: First; Owned; Show | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Sub: Energy Regen,Sub: Energy Regen,C?n ti?ng Anh nghi v?n: Energy; Regen; Sub | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Show Discarded First,Show Discarded First,C?n ti?ng Anh nghi v?n: Discarded; First; Show | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
shallow title description,shallow title description,C?n ti?ng Anh nghi v?n: description; shallow; title | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
deep title description,deep title description,C?n ti?ng Anh nghi v?n: deep; description; title | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
deep title description,deep title description,C?n ti?ng Anh nghi v?n: deep; description; title | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Out of Moves,Out of Moves,C?n ti?ng Anh nghi v?n: Moves; of; Out | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Out of Moves,Out of Moves,C?n ti?ng Anh nghi v?n: Moves; of; Out | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
New Tuning Slot,New Tuning Slot,C?n ti?ng Anh nghi v?n: New; Slot; Tuning | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Health is full,Health is full,C?n ti?ng Anh nghi v?n: full; Health; is | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Basic Lineup Combat,Basic Lineup Combat,C?n ti?ng Anh nghi v?n: Basic; Combat; Lineup | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Pick Up/Interact,Pick Up/Interact,C?n ti?ng Anh nghi v?n: Interact; Pick; Up | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Pick Up/Interact,Pick Up/Interact,C?n ti?ng Anh nghi v?n: Interact; Pick; Up | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Pick Up/Interact,Pick Up/Interact,C?n ti?ng Anh nghi v?n: Interact; Pick; Up | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
"New stages unlocked, tap to proceed","New stages unlocked, chạm để tiếp tục",C?n ti?ng Anh nghi v?n: New; stages; unlocked | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
New stages unlocked,New stages unlocked,C?n ti?ng Anh nghi v?n: New; stages; unlocked | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Fallacy of No Return,Fallacy of Không Return,C?n ti?ng Anh nghi v?n: Fallacy; of; Return | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Privacy Policy & Setting,Privacy Policy & Setting,C?n ti?ng Anh nghi v?n: Policy; Privacy; Setting | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Lock-on Priority,Lock-on Priority,C?n ti?ng Anh nghi v?n: Lock; on; Priority | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Zoom in/out,Zoom in/out,C?n ti?ng Anh nghi v?n: in; out; Zoom | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
One with Everything,One with Everything,C?n ti?ng Anh nghi v?n: Everything; One; with | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Always and Ever,Always and Ever,C?n ti?ng Anh nghi v?n: Always; and; Ever | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Track Quest/Location,Track Quest/Location,C?n ti?ng Anh nghi v?n: Location; Quest; Track | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Clang Bang Hi,Clang Bang Hi,C?n ti?ng Anh nghi v?n: Bang; Clang; Hi | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Whiff Whaff Hi,Whiff Whaff Hi,C?n ti?ng Anh nghi v?n: Hi; Whaff; Whiff | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Snip Snap Hi,Snip Snap Hi,C?n ti?ng Anh nghi v?n: Hi; Snap; Snip | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Zig Zag Hi,Zig Zag Hi,C?n ti?ng Anh nghi v?n: Hi; Zag; Zig | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Tick Tack Hi,Tick Tack Hi,C?n ti?ng Anh nghi v?n: Hi; Tack; Tick | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Foliage Fade-Out,Foliage Fade-Out,C?n ti?ng Anh nghi v?n: Fade; Foliage; Out | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Image Display Mode,Image Display Mode,C?n ti?ng Anh nghi v?n: Display; Image; Mode | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Unable to abandon,Unable to abandon,C?n ti?ng Anh nghi v?n: abandon; to; Unable | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Not yet available,Not yet available,C?n ti?ng Anh nghi v?n: available; Not; yet | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Her Way Here,Her Way Here,C?n ti?ng Anh nghi v?n: Her; Here; Way | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Workspace Quick Switch,Workspace Quick Switch,C?n ti?ng Anh nghi v?n: Quick; Switch; Workspace | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Challenge in progress,Challenge in progress,C?n ti?ng Anh nghi v?n: Challenge; in; progress | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Stage not available,Stage not available,C?n ti?ng Anh nghi v?n: available; not; Stage | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Amber-Tinted Time,Amber-Tinted Time,C?n ti?ng Anh nghi v?n: Amber; Time; Tinted | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
The Soliskin and Its Mysterious Friend,Soliskin Và Người Mysterious Friend,C?n ti?ng Anh nghi v?n: Friend; Mysterious; Soliskin | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Challenge Invisible Walls,Challenge Invisible Walls,C?n ti?ng Anh nghi v?n: Challenge; Invisible; Walls | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Unknown Vault Area,Unknown Vault Area,C?n ti?ng Anh nghi v?n: Area; Unknown; Vault | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Raven Field: Challenge,Raven Field: Challenge,C?n ti?ng Anh nghi v?n: Challenge; Field; Raven | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Rusted Wasteland: Challenge,Rusted Wasteland: Challenge,C?n ti?ng Anh nghi v?n: Challenge; Rusted; Wasteland | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Barren Pasture: Challenge,Barren Pasture: Challenge,C?n ti?ng Anh nghi v?n: Barren; Challenge; Pasture | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Goal 1: Dodge 1 attack,Goal 1: Dodge 1 attack,C?n ti?ng Anh nghi v?n: attack; Dodge; Goal | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Goal 2: Perform 8 Dodges,Goal 2: Perform 8 Dodges,C?n ti?ng Anh nghi v?n: Dodges; Goal; Perform | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Goal 2: Perform 3 Counterattacks,Goal 2: Perform 3 Counterattacks,C?n ti?ng Anh nghi v?n: Counterattacks; Goal; Perform | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Goal 1: Reach Battle Rank SS,Mục tiêu 1: Đạt Battle Rank SS,C?n ti?ng Anh nghi v?n: Battle; Rank; SS | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Goal 2: Perform 4 Dodges,Goal 2: Perform 4 Dodges,C?n ti?ng Anh nghi v?n: Dodges; Goal; Perform | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Goal 3: Perform 6 Dodges,Goal 3: Perform 6 Dodges,C?n ti?ng Anh nghi v?n: Dodges; Goal; Perform | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Goal 1: Reach Battle Rank SS,Mục tiêu 1: Đạt Battle Rank SS,C?n ti?ng Anh nghi v?n: Battle; Rank; SS | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Goal 3: Perform 4 Dodges,Goal 3: Perform 4 Dodges,C?n ti?ng Anh nghi v?n: Dodges; Goal; Perform | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Goal 2: Perform 8 Dodges,Goal 2: Perform 8 Dodges,C?n ti?ng Anh nghi v?n: Dodges; Goal; Perform | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Goal 2: Perform 3 Counterattacks,Goal 2: Perform 3 Counterattacks,C?n ti?ng Anh nghi v?n: Counterattacks; Goal; Perform | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Goal 1: Reach Battle Rank SS,Mục tiêu 1: Đạt Battle Rank SS,C?n ti?ng Anh nghi v?n: Battle; Rank; SS | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Goal 2: Perform 4 Dodges,Goal 2: Perform 4 Dodges,C?n ti?ng Anh nghi v?n: Dodges; Goal; Perform | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Goal 3: Perform 6 Dodges,Goal 3: Perform 6 Dodges,C?n ti?ng Anh nghi v?n: Dodges; Goal; Perform | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Goal 3: Perform 4 Dodges,Goal 3: Perform 4 Dodges,C?n ti?ng Anh nghi v?n: Dodges; Goal; Perform | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Goal 2: Perform 2 Counterattacks,Goal 2: Perform 2 Counterattacks,C?n ti?ng Anh nghi v?n: Counterattacks; Goal; Perform | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Goal 2: Perform 2 Counterattacks,Goal 2: Perform 2 Counterattacks,C?n ti?ng Anh nghi v?n: Counterattacks; Goal; Perform | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Goal 3: Perform 3 Dodges,Goal 3: Perform 3 Dodges,C?n ti?ng Anh nghi v?n: Dodges; Goal; Perform | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Goal 1: Perform 2 Counterattacks,Goal 1: Perform 2 Counterattacks,C?n ti?ng Anh nghi v?n: Counterattacks; Goal; Perform | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Goal 3: Perform 3 Dodges,Goal 3: Perform 3 Dodges,C?n ti?ng Anh nghi v?n: Dodges; Goal; Perform | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Goal 1: Perform 2 Counterattacks,Goal 1: Perform 2 Counterattacks,C?n ti?ng Anh nghi v?n: Counterattacks; Goal; Perform | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Goal 2: Perform 2 Counterattacks,Goal 2: Perform 2 Counterattacks,C?n ti?ng Anh nghi v?n: Counterattacks; Goal; Perform | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Goal 2: Perform 2 Counterattacks,Goal 2: Perform 2 Counterattacks,C?n ti?ng Anh nghi v?n: Counterattacks; Goal; Perform | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Goal 2: Perform 8 Dodges,Goal 2: Perform 8 Dodges,C?n ti?ng Anh nghi v?n: Dodges; Goal; Perform | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Goal 2: Perform 8 Dodges,Goal 2: Perform 8 Dodges,C?n ti?ng Anh nghi v?n: Dodges; Goal; Perform | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Water-Skiing Challenge,Water-Skiing Challenge,C?n ti?ng Anh nghi v?n: Challenge; Skiing; Water | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Combat Rank A,Combat Rank A,C?n ti?ng Anh nghi v?n: A; Combat; Rank | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Combat Rank S,Combat Rank S,C?n ti?ng Anh nghi v?n: Combat; Rank; S | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Combat Rank SS,Combat Rank SS,C?n ti?ng Anh nghi v?n: Combat; Rank; SS | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Nowhere to Hide,Nowhere to Hide,C?n ti?ng Anh nghi v?n: Hide; Nowhere; to | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Visitor from Beyond,Visitor from Beyond,C?n ti?ng Anh nghi v?n: Beyond; from; Visitor | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Plan Before Acting,Plan Before Acting,C?n ti?ng Anh nghi v?n: Acting; Before; Plan | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Underground Flight Challenge,Underground Flight Challenge,C?n ti?ng Anh nghi v?n: Challenge; Flight; Underground | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Sacred Salt Side Up,Sacred Muối Side Up,C?n ti?ng Anh nghi v?n: Sacred; Side; Up | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
First Solistree - 1st Layer,First Solistree - 1st Layer,C?n ti?ng Anh nghi v?n: First; Layer; Solistree | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
First Solistree - 2nd Layer,First Solistree - 2nd Layer,C?n ti?ng Anh nghi v?n: First; Layer; Solistree | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
First Solistree - 3rd Layer,First Solistree - 3rd Layer,C?n ti?ng Anh nghi v?n: First; Layer; Solistree | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Main Quest Fast Track Event,Nhiệm Vụ Chính Fast Track Event,C?n ti?ng Anh nghi v?n: Event; Fast; Track | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
New Update Highlight,New Update Highlight,C?n ti?ng Anh nghi v?n: Highlight; New; Update | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
No new WavesLine messages,Không new WavesLine messages,C?n ti?ng Anh nghi v?n: messages; new; WavesLine | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Unknown Message Detected,Unknown Message Detected,C?n ti?ng Anh nghi v?n: Detected; Message; Unknown | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
About Grandpa Zou…,About Grandpa Zou…,C?n ti?ng Anh nghi v?n: About; Grandpa; Zou | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
*Shake your head*,*Shake your head*,C?n ti?ng Anh nghi v?n: head; Shake; your | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
It razes cities,It razes cities,C?n ti?ng Anh nghi v?n: cities; It; razes | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Choked down fear,Choked down fear,C?n ti?ng Anh nghi v?n: Choked; down; fear | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Outcast Camp Photo,Outcast Camp Photo,C?n ti?ng Anh nghi v?n: Camp; Outcast; Photo | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
WARNING - ACCESS DENIED,WARNING - ACCESS DENIED,C?n ti?ng Anh nghi v?n: ACCESS; DENIED; WARNING | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
About Pioneer Association,About Pioneer Association,C?n ti?ng Anh nghi v?n: About; Association; Pioneer | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Big Bad Demon,Big Bad Demon,C?n ti?ng Anh nghi v?n: Bad; Big; Demon | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Enter Sonoro Sphere,Enter Sonoro Sphere,C?n ti?ng Anh nghi v?n: Enter; Sonoro; Sphere | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Old Man's Mirage,Old Man's Mirage,C?n ti?ng Anh nghi v?n: Man's; Mirage; Old | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Cruisewing Finish Circle,Cruisewing Finish Circle,C?n ti?ng Anh nghi v?n: Circle; Cruisewing; Finish | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Male Bloom Bearer,Male Bloom Bearer,C?n ti?ng Anh nghi v?n: Bearer; Bloom; Male | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Basic Supply Chest,Basic Supply Chest,C?n ti?ng Anh nghi v?n: Basic; Chest; Supply | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Move This Vase,Move This Vase,C?n ti?ng Anh nghi v?n: Move; This; Vase | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
About Jewel Boba,About Jewel Boba,C?n ti?ng Anh nghi v?n: About; Boba; Jewel | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
