en_source,vn_translate,loi_du_doan
Second Coming of Solaris (Ultra),Second Coming of Solaris (Ultra),C?n ti?ng Anh nghi v?n: Coming; of; Second; Ultra | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Beyond the Waves: Roya Frostlands,Beyond the Waves: Roya Frostlands,C?n ti?ng Anh nghi v?n: Beyond; Frostlands; Roya; Waves | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Illusions rise beneath the sea,Illusions rise beneath the sea,C?n ti?ng Anh nghi v?n: beneath; Illusions; rise; sea | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
"Up, up, down, down, left, right, left, right, B, A, B, A…","Lên, lên, xuống, xuống, trái, phải, trái, phải, B, A, B, A…",C?n ti?ng Anh nghi v?n: A; B | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 1.0 | M?c ??: 20.0
Ta-da's Protection: Speed Hooray,Ta-da's Protection: Speed Hooray,C?n ti?ng Anh nghi v?n: da's; Hooray; Protection; Speed | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Ta-da's Protection: Speed Hooray,Ta-da's Protection: Speed Hooray,C?n ti?ng Anh nghi v?n: da's; Hooray; Protection; Speed | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Tethys Terminal: Opening One Portal,Tethys Terminal: Opening One Portal,C?n ti?ng Anh nghi v?n: One; Opening; Portal; Tethys | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Tethys Terminal: Opening Two Portals,Tethys Terminal: Opening Two Portals,C?n ti?ng Anh nghi v?n: Opening; Portals; Tethys; Two | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Tethys Terminal: Opening Two Portals,Tethys Terminal: Opening Two Portals,C?n ti?ng Anh nghi v?n: Opening; Portals; Tethys; Two | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
About Fantasies of the Thousand Gateways,Về Fantasies of the Thousand Gateways,C?n ti?ng Anh nghi v?n: Fantasies; Gateways; of; Thousand | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
About Fantasies of the Thousand Gateways,Về Fantasies of the Thousand Gateways,C?n ti?ng Anh nghi v?n: Fantasies; Gateways; of; Thousand | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
About Fantasies of the Thousand Gateways,Về Fantasies of the Thousand Gateways,C?n ti?ng Anh nghi v?n: Fantasies; Gateways; of; Thousand | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
About Fantasies of the Thousand Gateways,Về Fantasies of the Thousand Gateways,C?n ti?ng Anh nghi v?n: Fantasies; Gateways; of; Thousand | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
About Fantasies of the Thousand Gateways,Về Fantasies of the Thousand Gateways,C?n ti?ng Anh nghi v?n: Fantasies; Gateways; of; Thousand | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
About Fantasies of the Thousand Gateways,Về Fantasies of the Thousand Gateways,C?n ti?ng Anh nghi v?n: Fantasies; Gateways; of; Thousand | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Epic of the Blazing Sun,Epic of the Blazing Sun,C?n ti?ng Anh nghi v?n: Blazing; Epic; of; Sun | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Fabricatorium of the Deep: Breakers,Fabricatorium of the Deep: Breakers,C?n ti?ng Anh nghi v?n: Breakers; Deep; Fabricatorium; of | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Fabricatorium of the Deep: Breakers,Fabricatorium of the Deep: Breakers,C?n ti?ng Anh nghi v?n: Breakers; Deep; Fabricatorium; of | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Second Coming of Solaris (Ultra),Second Coming of Solaris (Ultra),C?n ti?ng Anh nghi v?n: Coming; of; Second; Ultra | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Lahai-Roi Blocks: Infinite I,Lahai-Roi Blocks: Infinite I,C?n ti?ng Anh nghi v?n: Blocks; I; Infinite; Lahai | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Lahai-Roi Blocks: Infinite II,Lahai-Roi Blocks: Infinite II,C?n ti?ng Anh nghi v?n: Blocks; II; Infinite; Lahai | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Pole of the Celestial Dome,Pole of the Celestial Dome,C?n ti?ng Anh nghi v?n: Celestial; Dome; of; Pole | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Encounter: The Cats Call I,Encounter: The Cats Call I,C?n ti?ng Anh nghi v?n: Call; Cats; Encounter; I | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Encounter: The Cats Call II,Encounter: The Cats Call II,C?n ti?ng Anh nghi v?n: Call; Cats; Encounter; II | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
"Accept the quest ""The Lost Melody"" at Jetrified Ridge in the Stagnant Run","Nhận nhiệm vụ ""Giai Điệu Bị Lãng Quên"" tại Jetrified Ridge ở Stagnant Run",C?n ti?ng Anh nghi v?n: Jetrified; Ridge; Run; Stagnant | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Speed up! F.U.E.L. Instrumentality Project!,Nhanh lên! Dự Án Công Cụ Hóa F.U.E.L.!,C?n ti?ng Anh nghi v?n: E; F; L; U | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Clear the challenge with Illusive Echo: Bell-Borne Geochelone once,Hoàn thành thử thách với Illusive Echo: Bell-Borne Geochelone một lần,C?n ti?ng Anh nghi v?n: Bell; Borne; Geochelone; Illusive | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Sealed Fissure Lahai-Roi Blocks,Sealed Fissure Lahai-Roi Blocks,C?n ti?ng Anh nghi v?n: Blocks; Fissure; Lahai; Sealed | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Complete the Torn Pages collection challenge in the Border Mountains,Hoàn Thành Thử Thách Thu Thập Torn Pages Tại Border Mountains,C?n ti?ng Anh nghi v?n: Border; Mountains; Pages; Torn | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
The Stars Still Burn Bright,The Stars Still Burn Bright,C?n ti?ng Anh nghi v?n: Bright; Burn; Stars; Still | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
The Legend Ain't Over Yet,The Legend Ain't Over Yet,C?n ti?ng Anh nghi v?n: Ain't; Legend; Over; Yet | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Encounter Scourgewings Iaen and Isth in the Sanguis Plateaus,Gặp Gỡ Scourgewings Iaen và Isth Tại Cao Nguyên Sanguis,C?n ti?ng Anh nghi v?n: Iaen; Isth; Sanguis; Scourgewings | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
"Clear ""Psyche Pass: The Outlier""","Clear ""Psyche Pass: The Outlier""",C?n ti?ng Anh nghi v?n: Clear; Outlier; Pass; Psyche | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Complete the Echo Challenge: Clang Bang at Xuanji Ridges,Hoàn thành Thử Thách Echo: Clang Bang tại Xuanji Ridges,C?n ti?ng Anh nghi v?n: Bang; Clang; Ridges; Xuanji | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Complete the Echo Challenge: Clang Bang at Loong's Ridge,Hoàn thành Thử Thách Echo: Clang Bang tại Loong's Ridge,C?n ti?ng Anh nghi v?n: Bang; Clang; Loong's; Ridge | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Complete the Echo Challenge: Clang Bang at Loong's Crest,Hoàn thành Thử Thách Echo: Clang Bang tại Loong's Crest,C?n ti?ng Anh nghi v?n: Bang; Clang; Crest; Loong's | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Wish Upon the Moon I,Wish Upon the Moon I,C?n ti?ng Anh nghi v?n: I; Moon; Upon; Wish | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Wish Upon the Moon: II,Wish Upon the Moon: II,C?n ti?ng Anh nghi v?n: II; Moon; Upon; Wish | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Wish Upon the Moon: III,Wish Upon the Moon: III,C?n ti?ng Anh nghi v?n: III; Moon; Upon; Wish | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Wish Upon the Moon: IV,Wish Upon the Moon: IV,C?n ti?ng Anh nghi v?n: IV; Moon; Upon; Wish | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Traces of Mt. Firmament VI,Traces of Mt. Firmament VI,C?n ti?ng Anh nghi v?n: Firmament; Mt; of; Traces | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
De Sophisticis Elenchis / Sophistical Refutations,De Sophisticis Elenchis / Sophistical Refutations,C?n ti?ng Anh nghi v?n: Elenchis; Refutations; Sophistical; Sophisticis | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
De Sophisticis Elenchis / Sophistical Refutations,De Sophisticis Elenchis / Sophistical Refutations,C?n ti?ng Anh nghi v?n: Elenchis; Refutations; Sophistical; Sophisticis | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Ragunna: A Minority Report I,Ragunna: A Minority Report I,C?n ti?ng Anh nghi v?n: A; I; Minority; Report | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Ragunna: A Minority Report II,Ragunna: A Minority Report II,C?n ti?ng Anh nghi v?n: A; II; Minority; Report | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Weekly Challenge: The Wheel of Broken Fate,Thử Thách Hàng Tuần: The Wheel of Broken Fate,C?n ti?ng Anh nghi v?n: Broken; Fate; of; Wheel | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Mutant: Til the Fin-ish,Mutant: Til the Fin-ish,C?n ti?ng Anh nghi v?n: Fin; ish; Mutant; Til | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Highest Ranking of the Stage,Highest Ranking of the Stage,C?n ti?ng Anh nghi v?n: Highest; of; Ranking; Stage | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
The Fisalia Family Journal I,The Fisalia Family Journal I,C?n ti?ng Anh nghi v?n: Family; Fisalia; I; Journal | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
The Fisalia Family Journal II,The Fisalia Family Journal II,C?n ti?ng Anh nghi v?n: Family; Fisalia; II; Journal | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Auto-Discard Non-5-Star Echoes,Auto-Discard Non-5-Star Echoes,C?n ti?ng Anh nghi v?n: Auto; Discard; Non; Star | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Dreamborne: Rage Against the Statue,Dreamborne: Rage Against the Statue,C?n ti?ng Anh nghi v?n: Against; Dreamborne; Rage; Statue | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Fabricatorium of the Deep: Surveillance Report I,Fabricatorium of the Deep: Báo cáo Giám sát I,C?n ti?ng Anh nghi v?n: Deep; Fabricatorium; I; of | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Fabricatorium of the Deep: Surveillance Report II,Fabricatorium of the Deep: Báo cáo Giám sát II,C?n ti?ng Anh nghi v?n: Deep; Fabricatorium; II; of | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Of a Childhood Long Gone,Of a Childhood Long Gone,C?n ti?ng Anh nghi v?n: a; Childhood; Gone; Of | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Complete all challenges in Tactical Hologram: Phantom Pain,Hoàn thành tất cả thử thách trong Tactical Hologram: Phantom Pain,C?n ti?ng Anh nghi v?n: Hologram; Pain; Phantom; Tactical | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Sigil of the Nine Stars,Sigil of the Nine Stars,C?n ti?ng Anh nghi v?n: Nine; of; Sigil; Stars | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
"Complete the Platform Phase of ""Operation: Frontier Renewal""","Hoàn thành Giai Đoạn Platform của ""Operation: Frontier Renewal""",C?n ti?ng Anh nghi v?n: Frontier; Operation; Platform; Renewal | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Grilled Fern Spore - Extra Bitter,Grilled Fern Spore - Bổ Sung Bitter,C?n ti?ng Anh nghi v?n: Bitter; Fern; Grilled; Spore | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Use Luuk Herssen to clear Respawning Waters: Torrents in Whimpering Wastes,Dùng Luuk Herssen để vượt Vùng Nước Tái Sinh: Dòng Chảy Xiết ở Whimpering Wastes,C?n ti?ng Anh nghi v?n: Herssen; Luuk; Wastes; Whimpering | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Moments Captured Among the Stars,Moments Captured Among the Stars,C?n ti?ng Anh nghi v?n: Among; Captured; Moments; Stars | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
The Sound of Lost Joy,The Sound of Lost Joy,C?n ti?ng Anh nghi v?n: Joy; Lost; of; Sound | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
"Complete ""Daisy Crown"" on Normal with a Rating higher than A","Hoàn thành ""Daisy Crown"" ở độ khó Thường với Rating cao hơn A",C?n ti?ng Anh nghi v?n: A; Crown; Daisy; Rating | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
"Complete ""Till Dawn"" on Normal with a Rating higher than A","Hoàn thành ""Till Dawn"" ở độ khó Thường với Rating cao hơn A",C?n ti?ng Anh nghi v?n: A; Dawn; Rating; Till | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
"Complete ""Drizzle & Dolce"" on Normal with a Rating higher than A","Hoàn thành ""Drizzle & Dolce"" ở độ khó Thường với Rating cao hơn A",C?n ti?ng Anh nghi v?n: A; Dolce; Drizzle; Rating | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
"Complete ""Final Step!"" on Normal with a Rating higher than A","Hoàn thành ""Final Step!"" ở độ khó Thường với Rating cao hơn A",C?n ti?ng Anh nghi v?n: A; Final; Rating; Step | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Speed up! F.U.E.L. Instrumentality Project!,Nhanh lên! Dự án Công cụ hóa Nhiên liệu F.U.E.L.!,C?n ti?ng Anh nghi v?n: E; F; L; U | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Purchase WavesLine Special Pack: Golden Coffee Ring to unlock,Mua Gói đặc biệt WavesLine: Golden Coffee Ring để mở khóa,C?n ti?ng Anh nghi v?n: Coffee; Golden; Ring; WavesLine | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Purchase WavesLine Special Pack: Golden Coffee Ring to unlock,Mua Gói Đặc Biệt WavesLine: Golden Coffee Ring để mở khóa,C?n ti?ng Anh nghi v?n: Coffee; Golden; Ring; WavesLine | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
"Activate ""Dream Link"" 5 times in Nightmare Revisits","Kích hoạt ""Dream Link"" 5 lần trong Nightmare Revisits",C?n ti?ng Anh nghi v?n: Dream; Link; Nightmare; Revisits | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
"Activate ""Dream Link"" 10 times in Nightmare Revisits","Kích hoạt ""Dream Link"" 10 lần trong Nightmare Revisits",C?n ti?ng Anh nghi v?n: Dream; Link; Nightmare; Revisits | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
"Activate ""Dream Link"" 15 times in Nightmare Revisits","Kích hoạt ""Dream Link"" 15 lần trong Nightmare Revisits",C?n ti?ng Anh nghi v?n: Dream; Link; Nightmare; Revisits | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
"Activate ""Dream Link"" 20 times in Nightmare Revisits","Kích hoạt ""Dream Link"" 20 lần trong Nightmare Revisits",C?n ti?ng Anh nghi v?n: Dream; Link; Nightmare; Revisits | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Jinzhou Temporary Instance Entrance Unlocked,Jinzhou Temporary Instance Entrance Unlocked,C?n ti?ng Anh nghi v?n: Entrance; Instance; Temporary; Unlocked | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
"Complete Main Quest ""Through the Sea Thou Break"" to unlock","Hoàn thành Nhiệm Vụ Chính ""Through the Sea Thou Break"" để mở khóa",C?n ti?ng Anh nghi v?n: Break; Sea; Thou; Through | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
"Complete Main Quest ""Through the Sea Thou Break"" to unlock","Hoàn thành Nhiệm Vụ Chính ""Through the Sea Thou Break"" để mở khóa",C?n ti?ng Anh nghi v?n: Break; Sea; Thou; Through | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
"Complete Main Quest ""Through the Sea Thou Break"" to unlock","Hoàn thành Nhiệm Vụ Chính ""Through the Sea Thou Break"" để mở khóa",C?n ti?ng Anh nghi v?n: Break; Sea; Thou; Through | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
"Complete the first hunt in Main Quest ""By Sun's Burning Hand""","Hoàn thành cuộc săn đầu tiên trong Nhiệm Vụ Chính ""By Sun's Burning Hand""",C?n ti?ng Anh nghi v?n: Burning; By; Hand; Sun's | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
"Complete the first hunt in Main Quest ""By Sun's Burning Hand"" to unlock","Hoàn thành cuộc săn đầu tiên trong Nhiệm Vụ Chính ""By Sun's Burning Hand"" để mở khóa",C?n ti?ng Anh nghi v?n: Burning; By; Hand; Sun's | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
"Complete Main Quest ""Through the Sea Thou Break"" to unlock","Hoàn thành Nhiệm Vụ Chính ""Through the Sea Thou Break"" để mở khóa",C?n ti?ng Anh nghi v?n: Break; Sea; Thou; Through | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
"Complete Main Quest ""Through the Sea Thou Break"" to unlock","Hoàn thành Nhiệm Vụ Chính ""Through the Sea Thou Break"" để mở khóa",C?n ti?ng Anh nghi v?n: Break; Sea; Thou; Through | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
"Complete Main Quest ""Through the Sea Thou Break"" to unlock","Hoàn thành Nhiệm vụ Chính ""Through the Sea Thou Break"" để mở khóa",C?n ti?ng Anh nghi v?n: Break; Sea; Thou; Through | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
"Complete Tutorial Quest ""Startorch Legends: The Matrix Intruder""","Hoàn thành Nhiệm vụ Hướng dẫn ""Startorch Legends: The Matrix Intruder""",C?n ti?ng Anh nghi v?n: Intruder; Legends; Matrix; Startorch | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
"Reach Union Level 14 and complete Main Quest ""Gold Suspended in Shadows""","Đạt Cấp Liên Minh 14 và hoàn thành Nhiệm Vụ Chính ""Gold Suspended in Shadows""",C?n ti?ng Anh nghi v?n: Gold; in; Shadows; Suspended | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
"Reach Union Level 14 and complete Main Quest ""Gold Suspended in Shadows""","Đạt Cấp Liên Minh 14 và hoàn thành Nhiệm Vụ Chính ""Gold Suspended in Shadows""",C?n ti?ng Anh nghi v?n: Gold; in; Shadows; Suspended | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
"Clear in Startorch Academy 4 in ""Star Bouncing""","Hoàn thành Startorch Academy 4 trong ""Star Bouncing""",C?n ti?ng Anh nghi v?n: Academy; Bouncing; Star; Startorch | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Reach 25% Exploration Progress in 1 area of the Roya Frostlands: Dimmr Plains,Đạt 25% Tiến Độ Thám Hiểm ở 1 khu vực của Roya Frostlands: Dimmr Plains,C?n ti?ng Anh nghi v?n: Dimmr; Frostlands; Plains; Roya | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Reach 25% Exploration Progress in 2 areas of the Roya Frostlands: Dimmr Plains,Đạt 25% Tiến Độ Thám Hiểm ở 2 khu vực của Roya Frostlands: Dimmr Plains,C?n ti?ng Anh nghi v?n: Dimmr; Frostlands; Plains; Roya | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Reach 50% Exploration Progress in 3 areas of the Roya Frostlands: Dimmr Plains,Đạt 50% Tiến Độ Thám Hiểm ở 3 khu vực của Roya Frostlands: Dimmr Plains,C?n ti?ng Anh nghi v?n: Dimmr; Frostlands; Plains; Roya | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Reach 50% Exploration Progress in 4 areas of the Roya Frostlands: Dimmr Plains,Đạt 50% Tiến Độ Thám Hiểm ở 4 khu vực của Roya Frostlands: Dimmr Plains,C?n ti?ng Anh nghi v?n: Dimmr; Frostlands; Plains; Roya | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Fenrico: Deliverance in the Deep,Fenrico: Deliverance in the Deep,C?n ti?ng Anh nghi v?n: Deep; Deliverance; Fenrico; in | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Clamorling TDs in Lahai-Roi,Clamorling TDs in Lahai-Roi,C?n ti?ng Anh nghi v?n: Clamorling; in; Lahai; TDs | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Forgery Medium Supply - Lahai-Roi,Forgery Medium Supply - Lahai-Roi,C?n ti?ng Anh nghi v?n: Forgery; Lahai; Medium; Supply | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Forgery Advanced Supply - Lahai-Roi,Forgery Advanced Supply - Lahai-Roi,C?n ti?ng Anh nghi v?n: Advanced; Forgery; Lahai; Supply | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Forgery Premium Supply - Lahai-Roi,Forgery Premium Supply - Lahai-Roi,C?n ti?ng Anh nghi v?n: Forgery; Lahai; Premium; Supply | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Medium Enclosure Tank - Lahai-Roi,Medium Enclosure Tank - Lahai-Roi,C?n ti?ng Anh nghi v?n: Enclosure; Lahai; Medium; Tank | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Advanced Enclosure Tank - Lahai-Roi,Advanced Enclosure Tank - Lahai-Roi,C?n ti?ng Anh nghi v?n: Advanced; Enclosure; Lahai; Tank | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Premium Enclosure Tank - Lahai-Roi,Premium Enclosure Tank - Lahai-Roi,C?n ti?ng Anh nghi v?n: Enclosure; Lahai; Premium; Tank | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Lahai-Roi Special Plant Milk,Lahai-Roi Special Plant Milk,C?n ti?ng Anh nghi v?n: Lahai; Milk; Plant; Special | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Malleable Elite Class Echo V,Malleable Elite Class Echo V,C?n ti?ng Anh nghi v?n: Class; Elite; Malleable; V | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Morphable Echo - Gusts of Welkin,Morphable Echo - Gusts of Welkin,C?n ti?ng Anh nghi v?n: Gusts; Morphable; of; Welkin | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Malleable Elite Class Echo III,Malleable Elite Class Echo III,C?n ti?ng Anh nghi v?n: Class; Elite; III; Malleable | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Malleable Elite Class Echo IV,Malleable Elite Class Echo IV,C?n ti?ng Anh nghi v?n: Class; Elite; IV; Malleable | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Molded Elite Class Echo I,Molded Elite Class Echo I,C?n ti?ng Anh nghi v?n: Class; Elite; I; Molded | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Molded Elite Class Echo II,Molded Elite Class Echo II,C?n ti?ng Anh nghi v?n: Class; Elite; II; Molded | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Malleable Elite Class Echo I,Malleable Elite Class Echo I,C?n ti?ng Anh nghi v?n: Class; Elite; I; Malleable | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Malleable Elite Class Echo II,Malleable Elite Class Echo II,C?n ti?ng Anh nghi v?n: Class; Elite; II; Malleable | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
The Nimbus Chorale: Crystal Sky,The Nimbus Chorale: Crystal Sky,C?n ti?ng Anh nghi v?n: Chorale; Crystal; Nimbus; Sky | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
