en_source,vn_translate,loi_du_doan
Immobilize Pilgrim's Shell: {挑战2统计}/1,Immobilize Pilgrim's Shell: {挑战2统计}/1,C?n ti?ng Anh nghi v?n: Immobilize; Pilgrim's; Shell | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Spacetrek Observatory Files,Spacetrek Observatory Files,C?n ti?ng Anh nghi v?n: Files; Observatory; Spacetrek | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Smartprint Cube Reboot,Smartprint Cube Reboot,C?n ti?ng Anh nghi v?n: Cube; Reboot; Smartprint | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Smartprint Cube Reboot,Smartprint Cube Reboot,C?n ti?ng Anh nghi v?n: Cube; Reboot; Smartprint | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Smartprint Cube Reboot,Smartprint Cube Reboot,C?n ti?ng Anh nghi v?n: Cube; Reboot; Smartprint | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Smartprint Cube Reboot,Smartprint Cube Reboot,C?n ti?ng Anh nghi v?n: Cube; Reboot; Smartprint | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Smartprint Cube Reboot,Smartprint Cube Reboot,C?n ti?ng Anh nghi v?n: Cube; Reboot; Smartprint | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Smartprint Cube Reboot,Smartprint Cube Reboot,C?n ti?ng Anh nghi v?n: Cube; Reboot; Smartprint | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Smartprint Cube Reboot,Smartprint Cube Reboot,C?n ti?ng Anh nghi v?n: Cube; Reboot; Smartprint | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Smartprint Cube Reboot,Smartprint Cube Reboot,C?n ti?ng Anh nghi v?n: Cube; Reboot; Smartprint | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Smartprint Cube Reboot,Smartprint Cube Reboot,C?n ti?ng Anh nghi v?n: Cube; Reboot; Smartprint | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Smartprint Cube Reboot,Smartprint Cube Reboot,C?n ti?ng Anh nghi v?n: Cube; Reboot; Smartprint | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Smartprint Cube Reboot,Smartprint Cube Reboot,C?n ti?ng Anh nghi v?n: Cube; Reboot; Smartprint | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Smartprint Cube Reboot,Smartprint Cube Reboot,C?n ti?ng Anh nghi v?n: Cube; Reboot; Smartprint | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Smartprint Cube Reboot,Smartprint Cube Reboot,C?n ti?ng Anh nghi v?n: Cube; Reboot; Smartprint | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Smartprint Cube Reboot,Smartprint Cube Reboot,C?n ti?ng Anh nghi v?n: Cube; Reboot; Smartprint | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Smartprint Cube Reboot,Smartprint Cube Reboot,C?n ti?ng Anh nghi v?n: Cube; Reboot; Smartprint | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Smartprint Cube Reboot,Smartprint Cube Reboot,C?n ti?ng Anh nghi v?n: Cube; Reboot; Smartprint | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Smartprint Cube Reboot,Smartprint Cube Reboot,C?n ti?ng Anh nghi v?n: Cube; Reboot; Smartprint | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Smartprint Cube Reboot,Smartprint Cube Reboot,C?n ti?ng Anh nghi v?n: Cube; Reboot; Smartprint | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Smartprint Cube Reboot,Smartprint Cube Reboot,C?n ti?ng Anh nghi v?n: Cube; Reboot; Smartprint | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Smartprint Cube Reboot,Smartprint Cube Reboot,C?n ti?ng Anh nghi v?n: Cube; Reboot; Smartprint | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Smartprint Cube Reboot,Smartprint Cube Reboot,C?n ti?ng Anh nghi v?n: Cube; Reboot; Smartprint | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Smartprint Cube Reboot,Smartprint Cube Reboot,C?n ti?ng Anh nghi v?n: Cube; Reboot; Smartprint | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Smartprint Cube Reboot,Smartprint Cube Reboot,C?n ti?ng Anh nghi v?n: Cube; Reboot; Smartprint | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Smartprint Cube Reboot,Smartprint Cube Reboot,C?n ti?ng Anh nghi v?n: Cube; Reboot; Smartprint | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Smartprint Cube Reboot,Smartprint Cube Reboot,C?n ti?ng Anh nghi v?n: Cube; Reboot; Smartprint | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Smartprint Cube Reboot,Smartprint Cube Reboot,C?n ti?ng Anh nghi v?n: Cube; Reboot; Smartprint | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Smartprint Cube Reboot,Smartprint Cube Reboot,C?n ti?ng Anh nghi v?n: Cube; Reboot; Smartprint | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Smartprint Cube Reboot,Smartprint Cube Reboot,C?n ti?ng Anh nghi v?n: Cube; Reboot; Smartprint | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Smartprint Cube Reboot,Smartprint Cube Reboot,C?n ti?ng Anh nghi v?n: Cube; Reboot; Smartprint | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Route Network Blockage,Route Network Blockage,C?n ti?ng Anh nghi v?n: Blockage; Network; Route | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Hot Spring Stargazing,Hot Spring Stargazing,C?n ti?ng Anh nghi v?n: Hot; Spring; Stargazing | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Spacetrek-Bjartr Corridor,Spacetrek-Bjartr Corridor,C?n ti?ng Anh nghi v?n: Bjartr; Corridor; Spacetrek | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Migration Mayhem I,Migration Mayhem I,C?n ti?ng Anh nghi v?n: I; Mayhem; Migration | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Migration Mayhem II,Migration Mayhem II,C?n ti?ng Anh nghi v?n: II; Mayhem; Migration | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Migration Mayhem III,Migration Mayhem III,C?n ti?ng Anh nghi v?n: III; Mayhem; Migration | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Migration Mayhem IV,Migration Mayhem IV,C?n ti?ng Anh nghi v?n: IV; Mayhem; Migration | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Migration Mayhem V,Migration Mayhem V,C?n ti?ng Anh nghi v?n: Mayhem; Migration; V | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Migration Mayhem VII,Migration Mayhem VII,C?n ti?ng Anh nghi v?n: Mayhem; Migration; VII | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Migration Mayhem I (Normal),Migration Mayhem I (Thường),C?n ti?ng Anh nghi v?n: I; Mayhem; Migration | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Migration Mayhem II (Normal),Migration Mayhem II (Thường),C?n ti?ng Anh nghi v?n: II; Mayhem; Migration | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Migration Mayhem III (Normal),Migration Mayhem III (Thường),C?n ti?ng Anh nghi v?n: III; Mayhem; Migration | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Migration Mayhem IV (Normal),Migration Mayhem IV (Thường),C?n ti?ng Anh nghi v?n: IV; Mayhem; Migration | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Migration Mayhem V (Normal),Migration Mayhem V (Thường),C?n ti?ng Anh nghi v?n: Mayhem; Migration; V | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Migration Mayhem VII (Normal),Migration Mayhem VII (Thường),C?n ti?ng Anh nghi v?n: Mayhem; Migration; VII | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Migration Mayhem I (Hard),Migration Mayhem I (Khó),C?n ti?ng Anh nghi v?n: I; Mayhem; Migration | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Migration Mayhem II (Hard),Migration Mayhem II (Khó),C?n ti?ng Anh nghi v?n: II; Mayhem; Migration | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Migration Mayhem III (Hard),Migration Mayhem III (Khó),C?n ti?ng Anh nghi v?n: III; Mayhem; Migration | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Migration Mayhem IV (Hard),Migration Mayhem IV (Khó),C?n ti?ng Anh nghi v?n: IV; Mayhem; Migration | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Migration Mayhem V (Hard),Migration Mayhem V (Khó),C?n ti?ng Anh nghi v?n: Mayhem; Migration; V | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Migration Mayhem VII (Hard),Migration Mayhem VII (Khó),C?n ti?ng Anh nghi v?n: Mayhem; Migration; VII | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Rabelle College Entrance,Rabelle College Entrance,C?n ti?ng Anh nghi v?n: College; Entrance; Rabelle | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Dimmr Plains Shaft,Dimmr Plains Shaft,C?n ti?ng Anh nghi v?n: Dimmr; Plains; Shaft | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Motorbike - Flight Track 1,Motorbike - Flight Track 1,C?n ti?ng Anh nghi v?n: Flight; Motorbike; Track | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Motorbike - Fixed Track 1,Motorbike - Fixed Track 1,C?n ti?ng Anh nghi v?n: Fixed; Motorbike; Track | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Motorbike - Stunt Track 1,Motorbike - Stunt Track 1,C?n ti?ng Anh nghi v?n: Motorbike; Stunt; Track | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Motorbike - Flight Track 2,Motorbike - Flight Track 2,C?n ti?ng Anh nghi v?n: Flight; Motorbike; Track | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Motorbike - Flight Track 3,Motorbike - Flight Track 3,C?n ti?ng Anh nghi v?n: Flight; Motorbike; Track | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Motorbike - Flight Track 4,Motorbike - Flight Track 4,C?n ti?ng Anh nghi v?n: Flight; Motorbike; Track | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Motorbike - Flight Track 5,Motorbike - Flight Track 5,C?n ti?ng Anh nghi v?n: Flight; Motorbike; Track | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Motorbike - Fixed Track 2,Motorbike - Fixed Track 2,C?n ti?ng Anh nghi v?n: Fixed; Motorbike; Track | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Motorbike - Fixed Track 3,Motorbike - Fixed Track 3,C?n ti?ng Anh nghi v?n: Fixed; Motorbike; Track | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Motorbike - Stunt Track 2,Motorbike - Stunt Track 2,C?n ti?ng Anh nghi v?n: Motorbike; Stunt; Track | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Voidthirst Cradle - Entrance,Voidthirst Cradle - Entrance,C?n ti?ng Anh nghi v?n: Cradle; Entrance; Voidthirst | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
7 Days Sign-in,7 Days Sign-in,C?n ti?ng Anh nghi v?n: Days; in; Sign | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Alloy Smelt II,Alloy Smelt II,C?n ti?ng Anh nghi v?n: Alloy; II; Smelt | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
KU Neighborhood Assistant,KU Neighborhood Assistant,C?n ti?ng Anh nghi v?n: Assistant; KU; Neighborhood | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
KU Neighborhood Assistant,KU Neighborhood Assistant,C?n ti?ng Anh nghi v?n: Assistant; KU; Neighborhood | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
KU Neighborhood Assistant,KU Neighborhood Assistant,C?n ti?ng Anh nghi v?n: Assistant; KU; Neighborhood | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Gifts of Gratitude,Gifts of Gratitude,C?n ti?ng Anh nghi v?n: Gifts; Gratitude; of | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
By Moon's Grace,By Moon's Grace,C?n ti?ng Anh nghi v?n: By; Grace; Moon's | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Reprise of Tides,Reprise of Tides,C?n ti?ng Anh nghi v?n: of; Reprise; Tides | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Wuthering Waves Dev Team,Wuthering Waves Dev Đội,C?n ti?ng Anh nghi v?n: Dev; Waves; Wuthering | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Account Linking Verification,Account Linking Verification,C?n ti?ng Anh nghi v?n: Account; Linking; Verification | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Wuthering Waves Dev Team,Wuthering Waves Dev Đội,C?n ti?ng Anh nghi v?n: Dev; Waves; Wuthering | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Wuthering Waves Dev Team,Wuthering Waves Dev Đội,C?n ti?ng Anh nghi v?n: Dev; Waves; Wuthering | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Wuthering Waves Dev Team,Wuthering Waves Dev Đội,C?n ti?ng Anh nghi v?n: Dev; Waves; Wuthering | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Wuthering Waves Dev Team,Wuthering Waves Dev Đội,C?n ti?ng Anh nghi v?n: Dev; Waves; Wuthering | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Wuthering Waves Dev Team,Wuthering Waves Dev Đội,C?n ti?ng Anh nghi v?n: Dev; Waves; Wuthering | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Lollo Campaign: Rerun,Lollo Campaign: Rerun,C?n ti?ng Anh nghi v?n: Campaign; Lollo; Rerun | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Parade of Stars,Parade of Stars,C?n ti?ng Anh nghi v?n: of; Parade; Stars | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Wuthering Waves Dev Team,Wuthering Waves Dev Đội,C?n ti?ng Anh nghi v?n: Dev; Waves; Wuthering | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Tactical Simulacra III,Tactical Simulacra III,C?n ti?ng Anh nghi v?n: III; Simulacra; Tactical | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Avinoleum Travel Atlas,Avinoleum Travel Atlas,C?n ti?ng Anh nghi v?n: Atlas; Avinoleum; Travel | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Wuthering Waves Dev Team,Wuthering Waves Dev Đội,C?n ti?ng Anh nghi v?n: Dev; Waves; Wuthering | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Invitation code copied,Invitation code copied,C?n ti?ng Anh nghi v?n: code; copied; Invitation | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
"Cube, Cubic n Cubie","Cube, Cubic và Cubie",C?n ti?ng Anh nghi v?n: Cube; Cubic; Cubie | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Cubie Derby: Warmup,Cubie Derby: Warmup,C?n ti?ng Anh nghi v?n: Cubie; Derby; Warmup | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
All Out! Towards the Peaks of Prestige,Toàn Lực! Hướng Tới Peaks of Prestige,C?n ti?ng Anh nghi v?n: of; Peaks; Prestige | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Medal of Prestige,Medal of Prestige,C?n ti?ng Anh nghi v?n: Medal; of; Prestige | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Overflowing Picture Book,Overflowing Picture Book,C?n ti?ng Anh nghi v?n: Book; Overflowing; Picture | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Wuthering Waves Dev Team,Wuthering Waves Dev Đội,C?n ti?ng Anh nghi v?n: Dev; Waves; Wuthering | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Wuthering Waves Dev Team,Wuthering Waves Dev Đội,C?n ti?ng Anh nghi v?n: Dev; Waves; Wuthering | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Wuthering Waves Dev Team,Wuthering Waves Dev Đội,C?n ti?ng Anh nghi v?n: Dev; Waves; Wuthering | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Wuthering Waves Dev Team,Wuthering Waves Dev Đội,C?n ti?ng Anh nghi v?n: Dev; Waves; Wuthering | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Non-Hazard Zone,Non-Hazard Zone,C?n ti?ng Anh nghi v?n: Hazard; Non; Zone | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Tactical Hologram: Synchronization,Tactical Hologram: Synchronization,C?n ti?ng Anh nghi v?n: Hologram; Synchronization; Tactical | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Lollo Campaign: Implementation,Lollo Campaign: Implementation,C?n ti?ng Anh nghi v?n: Campaign; Implementation; Lollo | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
TERM-X: Outreach,TERM-X: Outreach,C?n ti?ng Anh nghi v?n: Outreach; TERM; X | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Wuthering Waves Dev Team,Wuthering Waves Dev Đội,C?n ti?ng Anh nghi v?n: Dev; Waves; Wuthering | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Crossworld Sync: Pt. 1,Crossworld Sync: Pt. 1,C?n ti?ng Anh nghi v?n: Crossworld; Pt; Sync | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Crossworld Sync: Pt. 2,Crossworld Sync: Pt. 2,C?n ti?ng Anh nghi v?n: Crossworld; Pt; Sync | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Hand-crafted souvenirs,Hand-crafted souvenirs,C?n ti?ng Anh nghi v?n: crafted; Hand; souvenirs | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
The snow monster and the Court of Savantae…,Quái vật tuyết và Court of Savantae…,C?n ti?ng Anh nghi v?n: Court; of; Savantae | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
"Lalala, happy watering…","Lalala, happy watering…",C?n ti?ng Anh nghi v?n: happy; Lalala; watering | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
In other words—,In other words—,C?n ti?ng Anh nghi v?n: In; other; words | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
*A confident whistle*,*A confident whistle*,C?n ti?ng Anh nghi v?n: A; confident; whistle | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
*A protesting whistle*,*A protesting whistle*,C?n ti?ng Anh nghi v?n: A; protesting; whistle | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
*A supportive whistle*,*A supportive whistle*,C?n ti?ng Anh nghi v?n: A; supportive; whistle | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
*A spirited whistle*,*A spirited whistle*,C?n ti?ng Anh nghi v?n: A; spirited; whistle | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Lo-lottie… Lost…,Lo-lottie… Lost…,C?n ti?ng Anh nghi v?n: Lo; Lost; lottie | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Nor crashing wave,Nor crashing wave,C?n ti?ng Anh nghi v?n: crashing; Nor; wave | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
"""Curses await ahead…""","""Curses await ahead…""",C?n ti?ng Anh nghi v?n: ahead; await; Curses | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Hmm… I see…,Hmm… I see…,C?n ti?ng Anh nghi v?n: Hmm; I; see | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Pizza Classica required,Pizza Classica required,C?n ti?ng Anh nghi v?n: Classica; Pizza; required | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Pizza Tropicale required,Pizza Tropicale required,C?n ti?ng Anh nghi v?n: Pizza; required; Tropicale | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Laurus Salad required,Laurus Salad required,C?n ti?ng Anh nghi v?n: Laurus; required; Salad | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
*A comforting chirp*,*A comforting chirp*,C?n ti?ng Anh nghi v?n: A; chirp; comforting | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
*An encouraging chirp*,*An encouraging chirp*,C?n ti?ng Anh nghi v?n: An; chirp; encouraging | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
*A frustrating chirp*,*A frustrating chirp*,C?n ti?ng Anh nghi v?n: A; chirp; frustrating | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
*An encouraging chirp*,*An encouraging chirp*,C?n ti?ng Anh nghi v?n: An; chirp; encouraging | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
(I'll call myself—),(I'll call myself—),C?n ti?ng Anh nghi v?n: call; I'll; myself | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
"Say something, anything","Say something, anything",C?n ti?ng Anh nghi v?n: anything; Say; something | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
"Say something, anything","Say something, anything",C?n ti?ng Anh nghi v?n: anything; Say; something | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
"Say something, anything","Say something, anything",C?n ti?ng Anh nghi v?n: anything; Say; something | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Stubborn as always…,Stubborn as always…,C?n ti?ng Anh nghi v?n: always; as; Stubborn | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
*Contented mechanical whirring*,*Contented mechanical whirring*,C?n ti?ng Anh nghi v?n: Contented; mechanical; whirring | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
*Excited mechanical whirring*,*Excited mechanical whirring*,C?n ti?ng Anh nghi v?n: Excited; mechanical; whirring | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Abby's Life: Cheers,Abby's Life: Cheers,C?n ti?ng Anh nghi v?n: Abby's; Cheers; Life | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Abby's Life: Cheers,Abby's Life: Cheers,C?n ti?ng Anh nghi v?n: Abby's; Cheers; Life | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Abby's Life: Sleepy,Abby's Life: Sleepy,C?n ti?ng Anh nghi v?n: Abby's; Life; Sleepy | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Abby's Life: Sleepy,Abby's Life: Sleepy,C?n ti?ng Anh nghi v?n: Abby's; Life; Sleepy | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Baa… Meow… Baaah…,Baa… Meow… Baaah…,C?n ti?ng Anh nghi v?n: Baa; Baaah; Meow | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Baa… Meow… Baaah…,Baa… Meow… Baaah…,C?n ti?ng Anh nghi v?n: Baa; Baaah; Meow | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
