priority,phrase,count,sample_file,sample_key,sample_translation,sample_source
3,undying sunlight,11,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0005.json,Term130604_Desc,"Augusta có thể giữ tối đa 2 tầng Uy Phong.
- Nhận 1 tầng Uy Phong khi thi triển <color=Highlight>Resonance Skill - Undying Sunlight: Plunge</color>.
- Nhận 1 tầng Uy Phong khi Resonators trong đội thi triển <color=Highlight>Outro Skills</color> dưới hiệu ứng của <color=Highlight>Outro Skill - Battlesong of the Unyielding</color> của Augusta.","Augusta can hold up to 2 stacks of Majesty.
- 1 stack of Majesty is obtained when casting <color=Highlight>Resonance Skill - Undying Sunlight: Plunge</color>.
- 1 stack of Majesty is obtained when Resonators in the team cast <color=Highlight>Outro Skills</color> under the effect of Augusta's <color=Highlight>Outro Skill - Battlesong of the Unyielding</color>."
3,upphaf life chamber,11,mistral_translate_work\split_by_prompt\json\story_dialogue\lang_multi_text\lang_multi_text__story_dialogue__part_0119.json,POI_BYTZG_3_18,"Và lối vào bên cạnh chúng ta dẫn đến Upphaf Life Chamber, một trong số ít cơ sở nghiên cứu quy mô lớn tại vùng băng giá.","And this opening next to us leads to the Upphaf Life Chamber, one of the few large-scale research installations in the frostlands."
3,wavesline,11,mistral_translate_work\split_by_prompt\json\ui\lang_multi_text\lang_multi_text__ui__part_0008.json,PrefabTextItem_3715661719_Text,WavesLine,WavesLine
3,whiff whaff,11,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0023.json,MonsterHandBook_310000100_Descrtption,"<color=#1891e7>[Aero]</color>

Kẻ địch này có <color=#b49f50>higher RES</color> đối với <color=#1891e7>Aero DMG</color>.


Tên khoa học ""Strepoplasmidum spiritalis"", thuộc chi Strepoplasmidum. Không có trí tuệ. Vì khối năng lượng Aero tụ lại ở ""đầu"" phát ra âm thanh giống như gió thổi, nên nó có tên là ""Whiff Whaff"".","<color=#1891e7>[Aero]</color>

This enemy has a <color=#b49f50> higher RES</color> against <color=#1891e7>Aero DMG</color>.  


Binomial name ""Strepoplasmidum spiritalis"", a member of the genus Strepoplasmidum. Possesses no intelligence. Since the Aero energy mass gathered in its ""head"" emits sound similar to that of a gust of wind, it gained the name ""Whiff Whaff""."
3,wide field observation,11,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0005.json,Term120902_Desc,"<color=Highlight>Wide Field Observation Mode</color> kéo dài trong {11} giây.
- Khi bước vào <color=Highlight>Wide Field Observation Mode</color>, Mornye tạo ra một <color=Highlight>Trường Resonance</color>.
- Trong <color=Highlight>Wide Field Observation Mode</color>, Mornye nhận được <color=Highlight>Relative Momentum</color>.
- Nếu <color=Highlight>Relative Momentum</color> dưới {0} khi giữ <color=Highlight>Normal Attack</color>, thực hiện <color=Highlight>Basic Attack - Wide Field Observation Mode Stage 1 đến 3</color> theo thứ tự. Nếu <color=Highlight>Relative Momentum</color> đạt {0} trong lúc này, thay vào đó sẽ tung ra <color=Highlight>Heavy Attack - Inversion</color>.
- Khi di chuyển, Mornye liên tục tiêu hao STA. STA không thể hồi phục trong <color=Highlight>Wide Field Observatio","<color=Highlight>Wide Field Observation Mode</color> lasts for {11}s.
- Upon entering <color=Highlight>Wide Field Observation Mode</color>, Mornye generates a <color=Highlight>Syntony Field</color>.
- While in <color=Highlight>Wide Field Observation Mode</color>, Mornye gains <color=Highlight>Relative Momentum</color>.
- If <color=Highlight>Relative Momentum</color> is below {0} when holding <color=Highlight>Normal Attack</color>, perform <color=Highlight>Basic Attack - Wide Field Observation Mo"
3,woodveil hall,11,mistral_translate_work\split_by_prompt\json\story_dialogue\lang_multi_text\lang_multi_text__story_dialogue__part_0012.json,POI_SWYH_1_13,"Hình chiếu này trông như một tấm bản đồ. Nó chỉ về... Cây Thiên Cự, và bên cạnh có ghi chú ""Woodveil Hall.""","The projection seems to be a map. It points to... the Tianqu Tree, and has a note beside it, ""Woodveil Hall."""
3,about baizhi,10,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0077.json,FavorWord_110252_Title,About Baizhi,About Baizhi
3,about mortefi,10,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0078.json,FavorWord_110351_Title,About Mortefi,About Mortefi
3,absolute fullness,10,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0010.json,ComboTeaching_14100010_DescriptionTitle,Iuno: <color=#d4bf5f>Heavy Attack - Absolute Fullness</color>,Iuno: <color=#d4bf5f>Heavy Attack - Absolute Fullness</color> Tutorial
3,aero predator,10,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0031.json,PhantomBattleCardName_724002,Aero Predator,Aero Predator
3,altar,10,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0027.json,LevelPlay_170700006_InteractContent_170_1,Examine the strange altar,Examine the strange altar
3,base hp,10,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0001.json,LevelPlay_221700000_QuestScheduleSubTitle_221_3,Base HP: {q_count},Base HP: {q_count}
3,by sun's burning,10,mistral_translate_work\split_by_prompt\json\story_dialogue\lang_multi_text\lang_multi_text__story_dialogue__part_0005.json,DisiGaodiTask_5301_TaskName,"Hạ gục Kẻ Giả Vương trong ""By Sun's Burning Hand.""","Defeat the False Sovereign in ""By Sun's Burning Hand."""
3,cantarella fisalia,10,mistral_translate_work\split_by_prompt\json\story_dialogue\lang_multi_text\lang_multi_text__story_dialogue__part_0055.json,Character_Cantarella_127_32,"Ta, Cantarella Fisalia, xin trao tặng {PlayerName} toàn bộ di sản của gia tộc—mọi loại thuốc tiên và mọi bí mật ẩn giấu.","I, Cantarella Fisalia, hereby offer {PlayerName} the family's entire legacy—every elixir and every hidden secret."
3,chain lightning,10,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0027.json,TrapDefenseBdBuff_Desc_1053011,"<color=#e8aa32>[<te href=750028>Silent Lightning</te>]</color>
<color=#e8aa32>[<te href=750025>Electro-Type Combat Machine</te>]</color>

Mỗi lần <color=Highlight>Chain Lightning</color> nảy, sát thương gây ra tăng thêm <color=Highlight>{0}</color>.","<color=#e8aa32>[<te href=750028>Silent Lightning</te>]</color>
<color=#e8aa32>[<te href=750025>Electro-Type Combat Machine</te>]</color>

Each time <color=Highlight>Chain Lightning</color> bounces, its damage dealt increases by <color=Highlight>{0}</color>."
3,chip,10,mistral_translate_work\split_by_prompt\json\story_dialogue\lang_multi_text\lang_multi_text__story_dialogue__part_0235.json,ItemInfo_71020001_AttributesDescription,"Một chip dữ liệu cổ, nội dung có thể truy cập qua Thiết bị đầu cuối.","An ancient data chip, contents can be accessed through the Terminal."
3,dim forest,10,mistral_translate_work\split_by_prompt\json\ui\lang_accesspath\lang_accesspath__ui__part_0001.json,29,Thường xuất hiện tại: Dim Forest,Mostly found in: Dim Forest
3,dream fragments,10,mistral_translate_work\split_by_prompt\json\ui\lang_multi_text\lang_multi_text__ui__part_0018.json,GuideFocusNew_20010_Content,"Explore Somnoire để kiếm ""Dream Fragments"", có thể dùng để mua Metaphor và các vật phẩm khác trong một số Vùng Ký Ức","Explore Somnoire to earn ""Dream Fragments"", which can be used to purchase Metaphors and other items in certain Memory Zones"
3,ebony gatekeeper,10,mistral_translate_work\split_by_prompt\json\ui\lang_multi_text\lang_multi_text__ui__part_0017.json,Guide_YXQJCZ_14_6,Người đàn ông chào bạn ở cổng vào không phải là Ebony Gatekeeper thật sự.,That fella who greeted you at the gateway wasn't actually the real Ebony Gatekeeper.
3,enhanced ba,10,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0011.json,ComboTeaching_14120801_DescriptionContent,"Nếu đánh trúng mục tiêu trực tiếp bằng <color=Highlight>Enhanced BA</color> trong thời gian thi triển, bạn sẽ nhận được một <color=Highlight>Rune: Trust</color>.",Hitting a target directly with <color=Highlight>Enhanced BA</color> in the duration of the move grants one <color=Highlight>Rune: Trust</color>.
3,exam zone,10,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0008.json,LevelPlay_169800000_MoraleAreaNameText_316_4,Exam Zone 1,Exam Zone 1
3,five thunders spell,10,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0006.json,Term130703_Desc,"Khi <color=Highlight>Five Thunders Spell Array</color> kích hoạt, tất cả Resonators trong đội sẽ bước vào trạng thái <color=Highlight>Thunder Spell - Primordial Qi</color>.
- Trong trạng thái <color=Highlight>Thunder Spell - Primordial Qi</color>, khi bất kỳ Resonators nào trong đội sử dụng <color=Highlight>Intro Skill</color>, <color=Highlight>Thunder Spell - Primordial Qi</color> sẽ chuyển thành <color=Highlight>Thunder Spell - Yin and Yang</color>.
- <color=Highlight>Thunder Spell - Yin and Yang</color> tăng {0} <color=Highlight>Resonance Skill</color> cho Resonators đang hoạt động trong đội. Khi bất kỳ Resonators nào trong đội sử dụng <color=Highlight>Intro Skill</color> trong trạng thái này, <color=Highlight>Thunder Spell - Yin and Yang</color> sẽ chuyển thành <color=Highlight>Thunder","When <color=Highlight>Five Thunders Spell Array</color> is active, all Resonators in the team enter the <color=Highlight>Thunder Spell - Primordial Qi</color> state.
- While in the <color=Highlight>Thunder Spell - Primordial Qi</color> state, when any Resonator in the team casts <color=Highlight>Intro Skill</color>,  <color=Highlight>Thunder Spell - Primordial Qi</color> becomes <color=Highlight>Thunder Spell - Yin and Yang</color>.
- <color=Highlight>Thunder Spell - Yin and Yang</color> grants "
3,flaming woolies,10,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0009.json,ComboTeaching_12030401_DescriptionContent,"Summon Cloudy và Cosmos, rồi tấn công mục tiêu bằng tia nhiệt độ cao, gây <color=#e15226ff>Fusion DMG</color>.
Sau khi sử dụng <color=#f4d582>Flaming Woolies</color>, Points Tức Giận sẽ xuất hiện quanh Encore. Hãy dùng <color=#f4d582>Flaming Woolies</color> một lần nữa để thực hiện thêm 1 đòn tấn công, gây <color=#e15226ff>Fusion DMG</color>.","Summon Cloudy and Cosmos, and attack the target with high-temperature rays, dealing <color=#e15226ff>Fusion DMG</color>.
After casting <color=#f4d582>Flaming Woolies</color>, Angry Points will appear around Encore. Use <color=#f4d582>Flaming Woolies</color> again now to perform 1 additional attack, dealing <color=#e15226ff>Fusion DMG</color>."
3,fleet snowfluff,10,mistral_translate_work\split_by_prompt\json\story_dialogue\lang_multi_text\lang_multi_text__story_dialogue__part_0120.json,MAIN_YHX_12_6,...Fleet Snowfluff á?,...Fleet Snowfluff?
3,ghost hounds,10,mistral_translate_work\split_by_prompt\json\story_dialogue\lang_multi_text\lang_multi_text__story_dialogue__part_0065.json,BVBHD_116_8,"Sau khi thành lập Ghost Hounds, tôi đã nghiêm cấm những màn trình diễn tàn nhẫn như vậy.","After founding the Ghost Hounds, I made sure to forbid such cruel displays."
3,golden anthem,10,mistral_translate_work\split_by_prompt\json\story_dialogue\lang_multi_text\lang_multi_text__story_dialogue__part_0145.json,HD_XK_1_4,Công chúng đã biết về nội dung của nó rồi. Ngươi có biết nó được ký tên là <i><te href=800001>Golden Anthem</te></i> không?,The public has already caught wind of its contents. Did you know it was signed as <i><te href=800001>Golden Anthem</te></i>?
3,heliacal ember,10,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0018.json,Skill_1003302_SkillDescribe,"<size=40><color=Title>Tiêu Chuẩn Defense Protocol</color></size>
Tấn công mục tiêu để gây <color=Light>Spectro DMG</color> và chuyển sang tư thế phòng thủ. Trạng thái này sẽ kết thúc sớm nếu Zani rời khỏi chiến trường. {Cus:Ipt,Touch=tap PC=press Gamepad=press} <color=Highlight>Normal Attack</color> trong khoảng thời gian nhất định để thực hiện <color=Highlight>Basic Attack Stage 3</color>, hồi 10 điểm <te href=850063>Redundant Energy</te> và gây Trì Hoãn cho mục tiêu khi trúng đòn.
Khi bị tấn công trong tư thế phòng thủ, giảm 100% sát thương nhận vào và gây Trì Hoãn cho các mục tiêu xung quanh, sau đó tung ra <color=Highlight>Pinpoint Strike</color>, gây <color=Light>Spectro DMG</color> và giảm thêm <te href=850062>Vibration Strength</te> của chúng đi {0}. Sát thương Zani phải chịu sẽ giả","<size=40><color=Title>Standard Defense Protocol</color></size>
Attack the target to deal <color=Light>Spectro DMG</color> and enter a block stance. This state ends early if Zani is switched off the field. {Cus:Ipt,Touch=Tap PC=Press Gamepad=Press} <color=Highlight>Normal Attack</color> within a certain time to perform <color=Highlight>Basic Attack Stage 3</color>, recovering 10 points of <te href=850063>Redundant Energy</te> and Stagnating the target on hit.
When attacked by an enemy while in bl"
3,hologram echo,10,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0002.json,Term750021_Desc,"Loại này bao gồm Hologram Echo: Chest Mimic, Hologram Echo: Junrock, Hologram Echo: Drake, Hologram Echo: Hoartoise và Hologram Echo: Puff.","This type includes Hologram Echo: Chest Mimic, Hologram Echo: Junrock, Hologram Echo: Drake, Hologram Echo: Hoartoise, and Hologram Echo: Puff."
3,imminent oblivion,10,mistral_translate_work\split_by_prompt\json\ui\lang_multi_text\lang_multi_text__ui__part_0019.json,GuideFocusNew_1223_Content,Sử dụng Heavy Attack khi Forte Gauge đầy sẽ thực hiện Heavy Attack: Imminent Oblivion.,Using Heavy Attack with full Forte Gauge performs Heavy Attack: Imminent Oblivion.
3,ku-ryan,10,mistral_translate_work\split_by_prompt\json\story_dialogue\lang_multi_text\lang_multi_text__story_dialogue__part_0008.json,MapMark_380023_MarkDesc,"Trợ lý của Arno, KU-Ryan, đang đợi cậu ở đây. Tương tác với KU-Ryan để bắt đầu thu thập Bộ Dữ Liệu Giám Sát.","Arno's assistant, KU-Ryan, is waiting for you here. Interact with KU-Ryan to start collecting the Surveillance Datasets."
