severity,suspicious_count,ratio,words,domain,file,primary_key,translation,source_en
16.0,2,1.0,Feeble; II,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0088.json,BabelDebuff_10000072_BuffName,Feeble II,Feeble II
16.0,2,1.0,Operation; Treatment,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0088.json,BabelTower_BuffTitle_19,Operation Treatment,Operation Treatment
16.0,2,1.0,Fortress; Impenetrable,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0088.json,BabelTower_BuffTitle_21,Impenetrable Fortress,Impenetrable Fortress
16.0,2,1.0,Ethereal; Grace,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0088.json,BabelTower_BuffTitle_22,Ethereal Grace,Ethereal Grace
16.0,2,1.0,Healing; Lash,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0088.json,BabelTower_BuffTitle_23,Lash Healing,Lash Healing
16.0,2,1.0,Armor; Plating,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0088.json,BabelTower_BuffTitle_25,Armor Plating,Armor Plating
16.0,2,1.0,Crisis; Response,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0088.json,BabelTowerTaskType_1,Crisis Response,Crisis Response
16.0,2,1.0,Disaster; Response,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0088.json,BabelTowerTaskType_2,Disaster Response,Disaster Response
16.0,2,1.0,Hellfire; Undying,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0088.json,BabelTowerLevel_1_Subtitle,Undying Hellfire,Undying Hellfire
16.0,2,1.0,Rolling; Thunder,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0088.json,BabelTowerLevel_2_Subtitle,Rolling Thunder,Rolling Thunder
16.0,2,1.0,Mech; Rampage,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0088.json,BabelTowerLevel_4_Subtitle,Mech Rampage,Mech Rampage
16.0,2,1.0,Operation; Treatment,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0088.json,BabelTower_BuffTitle_1,Operation Treatment,Operation Treatment
16.0,2,1.0,Growing; Outburst,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0088.json,BabelTower_BuffTitle_4,Growing Outburst,Growing Outburst
16.0,2,1.0,Abnormal; Assault,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0088.json,BabelTower_BuffTitle_5,Abnormal Assault,Abnormal Assault
16.0,2,1.0,Fortress; Impenetrable,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0088.json,BabelTower_BuffTitle_6,Impenetrable Fortress,Impenetrable Fortress
16.0,2,1.0,Armor; Plating,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0088.json,BabelTower_BuffTitle_7,Armor Plating,Armor Plating
16.0,2,1.0,Mai; Nakahara,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0088.json,FavorRoleInfo_1607_JP,Nakahara Mai,Nakahara Mai
16.0,2,1.0,Kim; Yul,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0088.json,FavorRoleInfo_1607_KO,Kim Yul,Kim Yul
16.0,2,1.0,Alexandra; Guelff,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0088.json,FavorRoleInfo_1607_EN,Alexandra Guelff,Alexandra Guelff
16.0,2,1.0,Coral; Parasol,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0088.json,FavorGoods_160701_Title,Coral Parasol,Coral Parasol
16.0,2,1.0,Potion; Vial,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0088.json,FavorGoods_160703_Title,Potion Vial,Potion Vial
16.0,2,1.0,Round; Table,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0088.json,FavorStory_160701_Title,Round Table,Round Table
16.0,2,1.0,Crown; Thorned,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0088.json,FavorStory_160702_Title,Thorned Crown,Thorned Crown
16.0,2,1.0,Jellyfish; Lamp,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0088.json,FavorStory_160703_Title,Jellyfish Lamp,Jellyfish Lamp
16.0,2,1.0,Bird; Uncaged,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0088.json,FavorStory_160704_Title,Uncaged Bird,Uncaged Bird
16.0,2,1.0,Dream; Lucid,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0088.json,FavorStory_160705_Title,Lucid Dream,Lucid Dream
16.0,2,1.0,I; Thoughts,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0088.json,FavorWord_160701_Title,Thoughts: I,Thoughts: I
16.0,2,1.0,II; Thoughts,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0088.json,FavorWord_160702_Title,Thoughts: II,Thoughts: II
16.0,2,1.0,III; Thoughts,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0088.json,FavorWord_160703_Title,Thoughts: III,Thoughts: III
16.0,2,1.0,IV; Thoughts,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0088.json,FavorWord_160704_Title,Thoughts: IV,Thoughts: IV
16.0,2,1.0,Thoughts; V,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0088.json,FavorWord_160705_Title,Thoughts: V,Thoughts: V
16.0,2,1.0,Cantarella's; Hobby,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0088.json,FavorWord_160706_Title,Cantarella's Hobby,Cantarella's Hobby
16.0,2,1.0,Cantarella's; Trouble,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0088.json,FavorWord_160707_Title,Cantarella's Trouble,Cantarella's Trouble
16.0,2,1.0,Chat; I,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0088.json,FavorWord_160711_Title,Chat: I,Chat: I
16.0,2,1.0,Chat; II,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0088.json,FavorWord_160712_Title,Chat: II,Chat: II
16.0,2,1.0,Gardenia; Rosemary,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0088.json,FavorWord_160714_Title,Về Gardenia & Rosemary,About Gardenia & Rosemary
16.0,2,1.0,I; Idle,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0088.json,FavorWord_160719_Title,Idle: I,Idle: I
16.0,2,1.0,Idle; II,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0088.json,FavorWord_160720_Title,Idle: II,Idle: II
16.0,2,1.0,Idle; III,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0088.json,FavorWord_160721_Title,Idle: III,Idle: III
16.0,2,1.0,Introduction; Self,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0088.json,FavorWord_160722_Title,Self-Introduction,Self-Introduction
16.0,2,1.0,I; Join,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0088.json,FavorWord_160723_Title,Join Đội: I,Join Team: I
16.0,2,1.0,II; Join,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0088.json,FavorWord_160724_Title,Join Đội: II,Join Team: II
16.0,2,1.0,III; Join,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0088.json,FavorWord_160725_Title,Join Đội: III,Join Team: III
16.0,2,1.0,Ascension; I,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0088.json,FavorWord_160726_Title,Ascension: I,Ascension: I
16.0,2,1.0,Ascension; II,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0088.json,FavorWord_160727_Title,Ascension: II,Ascension: II
16.0,2,1.0,Ascension; III,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0088.json,FavorWord_160728_Title,Ascension: III,Ascension: III
16.0,2,1.0,Ascension; IV,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0088.json,FavorWord_160729_Title,Ascension: IV,Ascension: IV
16.0,2,1.0,Ascension; V,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0088.json,FavorWord_160730_Title,Ascension: V,Ascension: V
16.0,2,1.0,I; Injured,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0088.json,FavorWord_160751_Title,Injured: I,Injured: I
16.0,2,1.0,II; Injured,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0088.json,FavorWord_160752_Title,Injured: II,Injured: II
16.0,2,1.0,III; Injured,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0088.json,FavorWord_160753_Title,Injured: III,Injured: III
16.0,2,1.0,Fallen; I,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0088.json,FavorWord_160754_Title,Fallen: I,Fallen: I
16.0,2,1.0,Fallen; II,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0088.json,FavorWord_160755_Title,Fallen: II,Fallen: II
16.0,2,1.0,Effort; sound,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0088.json,FavorWord_160719_Content,(Effort sound),(Effort sound)
16.0,2,1.0,Effort; sound,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0088.json,FavorWord_160721_Content,(Effort sound),(Effort sound)
16.0,2,1.0,I; Idle,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0088.json,FavorWord_140601_Title,Idle: I,Idle: I
16.0,2,1.0,Idle; II,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0088.json,FavorWord_140602_Title,Idle: II,Idle: II
16.0,2,1.0,Idle; III,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0088.json,FavorWord_140603_Title,Idle: III,Idle: III
16.0,2,1.0,I; Join,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0088.json,FavorWord_140604_Title,Join Đội: I,Join Team: I
16.0,2,1.0,II; Join,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0088.json,FavorWord_140605_Title,Join Đội: II,Join Team: II
16.0,2,1.0,III; Join,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0088.json,FavorWord_140606_Title,Join Đội: III,Join Team: III
16.0,2,1.0,Ascension; I,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0088.json,FavorWord_140607_Title,Ascension: I,Ascension: I
16.0,2,1.0,Ascension; II,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0088.json,FavorWord_140608_Title,Ascension: II,Ascension: II
16.0,2,1.0,Ascension; III,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0088.json,FavorWord_140609_Title,Ascension: III,Ascension: III
16.0,2,1.0,Ascension; IV,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0088.json,FavorWord_140610_Title,Ascension: IV,Ascension: IV
16.0,2,1.0,Ascension; V,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0088.json,FavorWord_140611_Title,Ascension: V,Ascension: V
16.0,2,1.0,I; Injured,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0088.json,FavorWord_140627_Title,Injured: I,Injured: I
16.0,2,1.0,II; Injured,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0088.json,FavorWord_140628_Title,Injured: II,Injured: II
16.0,2,1.0,III; Injured,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0088.json,FavorWord_140629_Title,Injured: III,Injured: III
16.0,2,1.0,Fallen; I,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0088.json,FavorWord_140630_Title,Fallen: I,Fallen: I
16.0,2,1.0,Fallen; II,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0088.json,FavorWord_140631_Title,Fallen: II,Fallen: II
16.0,2,1.0,Fallen; III,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0088.json,FavorWord_140632_Title,Fallen: III,Fallen: III
16.0,2,1.0,Dash; Wall,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0088.json,FavorWord_140641_Title,Wall Dash,Wall Dash
16.0,2,1.0,I; Idle,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0088.json,FavorWord_140801_Title,Idle: I,Idle: I
16.0,2,1.0,Idle; II,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0088.json,FavorWord_140802_Title,Idle: II,Idle: II
16.0,2,1.0,Idle; III,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0088.json,FavorWord_140803_Title,Idle: III,Idle: III
16.0,2,1.0,I; Join,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0088.json,FavorWord_140804_Title,Join Đội: I,Join Team: I
16.0,2,1.0,II; Join,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0088.json,FavorWord_140805_Title,Join Đội: II,Join Team: II
16.0,2,1.0,III; Join,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0088.json,FavorWord_140806_Title,Join Đội: III,Join Team: III
16.0,2,1.0,Ascension; I,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0088.json,FavorWord_140807_Title,Ascension: I,Ascension: I
16.0,2,1.0,Ascension; II,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0088.json,FavorWord_140808_Title,Ascension: II,Ascension: II
16.0,2,1.0,Ascension; III,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0088.json,FavorWord_140809_Title,Ascension: III,Ascension: III
16.0,2,1.0,Ascension; IV,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0088.json,FavorWord_140810_Title,Ascension: IV,Ascension: IV
16.0,2,1.0,Ascension; V,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0088.json,FavorWord_140811_Title,Ascension: V,Ascension: V
16.0,2,1.0,I; Injured,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0088.json,FavorWord_140827_Title,Injured: I,Injured: I
